,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pyramid,bob,raw,30,50,23,64,41,78,34,18,54,77,26,16,19,12,17,11,13,29,23,14,48,123,300,13,64,38,300,225,18,181,16,,,,,,,,,
,,,pyramid,stolowd,raw,13,27,10,141,23,52,14,9,43,32,43,24,11,41,7,13,35,17,51,18,11,164,78,18,74,94,32,45,30,91,11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Q=2; G=1;  else 0,bee,sary,raw,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,
,,,bee,sal,raw,1,0,1,2,1,2,1,1,2,1,1,2,1,1,1,2,0,0,1,1,1,0,1,1,1,1,2,2,1,1,1,,,,,,,,,
,,,bee,bob,raw,1,0,1,1,1,2,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,1,,,,,,,,,
,,,bee,stolowd,raw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,start w/:,dicks,wants,chico,shtik,leach,zayin,layup,ample,suite,ukase,khadi,sores,twice,tsars,jolty,grove,sayid,milts,feist,proas,burst,clues,ranid,darky,sheaf,pommy,colby,balas,waxen,forme,palea,,,,,,,,,
,,slots left; fail = -1,wordle,sary,raw,3,2,3,2,3,1,1,1,3,1,3,2,3,1,-1,2,1,3,1,3,1,2,2,2,2,3,2,3,1,2,2,,,,,,,,,
,,,wordle,sal,raw,2,0,2,2,3,2,2,3,2,3,1,1,3,1,-1,1,0,0,3,1,3,1,3,2,2,3,2,3,2,3,2,,,,,,,,,
,,,wordle,bob,raw,2,2,2,3,2,1,1,2,2,4,3,1,3,1,-1,0,2,2,4,-1,1,2,0,3,2,2,4,2,2,0,2,,,,,,,,,
,,,wordle,stolowd,raw,3,3,3,2,1,2,3,3,2,1,2,2,3,1,-1,0,0,3,1,2,1,3,3,2,3,2,3,4,2,3,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,>6 = +10s/guess,keyword,sary,raw,27,11,16,15,10,26,25,21,18,33,29,8,11,10,23,61,238,148,37,137,43,21,20,99,21,45,30,35,12,60,26,,,,,,,,,
,,,keyword,sal,raw,17,14,19,8,45,10,77,50,29,13,20,9,25,13,13,19,17,60,33,42,17,41,28,71,45,23,30,15,10,19,21,,,,,,,,,
,,,keyword,bob,raw,10,11,7,6,235,27,39,7,28,26,32,8,22,7,12,44,747,17,12,60,23,46,18,85,5,38,11,60,76,4,11,,,,,,,,,
,,,keyword,stolowd,raw,13,24,11,32,36,17,15,22,19,38,22,12,38,18,11,8,33,35,15,29,23,15,18,25,14,13,14,35,42,7,12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,score,quintumble,sary,raw,63,43,99,74,99,98,99,100,97,98,99,99,100,97,100,98,76,100,86,53,98,99,98,86,98,98,100,99,100,0,99,,,,,88.80645161,,,,
,,,quintumble,sal,raw,100,0,100,99,100,95,99,98,98,97,100,100,95,99,100,100,98,0,100,98,99,99,98,98,99,99,100,99,100,98,96,,,,,92.29032258,,,,
,,,quintumble,bob,raw,99,97,100,84,98,100,100,99,97,86,100,99,99,97,99,99,66,99,65,95,99,100,99,19,51,26,99,100,100,54,0,,,,,84.67741935,,,,
,,,quintumble,stolowd,raw,99,95,100,97,100,99,100,100,100,99,100,100,98,98,99,99,99,100,99,95,100,98,100,89,100,95,100,97,100,99,99,,,,,98.48387097,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bracketcity,sary,raw,91,100,69,100,93,72,29,64,78,92,100,93,100,100,78,98,100,78,100,100,100,100,100,100,98,89,66,80,58,93,91,,,,,87.3,,,,
,,,bracketcity,sal,raw,100,0,94,100,100,76,80,76,100,95,100,95,100,0,100,100,100,0,100,93,100,100,100,100,98,98,100,100,0,100,100,,,,,83.5,,,,
,,,bracketcity,bob,raw,80,100,89,80,93,73,86,95,81,100,90,73,89,80,95,73,100,100,100,100,100,91,100,100,0,100,98,80,75,59,100,,,,,86,,,,
,,,bracketcity,stolowd,raw,78,93,90,54,88,98,66,100,87,76,98,93,74,76,53,82,96,100,100,48,78,98,94,100,93,100,31,78,17,68,73,,,,,80.23333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,,,,=,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,crossword,sary,rank,2,2,2,1,3,3,3,3,4,2,2,3,4,3,2,3,1,3,1,2,4,2,1,2,1,1,4,2,3,4,4,,,,,2.483870968,,,,
,,,crossword,sal,rank,3,3,4,4,1,2,2,1,2,3,3,2,2,2,4,4,4,4,3,1,2,4,4,3,2,3,2,4,4,3,3,,,,,2.838709677,,,,
,,,crossword,bob,rank,1,1,3,2,2,1,1,2,3,1,1,1,1,1,1,1,3,2,2,4,1,1,3,4,3,2,1,1,1,2,1,,,,,1.741935484,,,,
,,,crossword,stolowd,rank,4,4,1,3,4,4,4,4,1,4,4,4,3,4,3,2,2,1,4,3,3,3,2,1,4,4,3,3,2,1,2,,,,,2.935483871,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,connections,sary,rank,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,,,,,1.096774194,,,,
,,,connections,sal,rank,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,2,1,4,3,1,,,,,1.451612903,,,,
,,,connections,bob,rank,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,3,4,1,4,1,1,2,1,1,3,1,,,,,1.677419355,,,,
,,,connections,stolowd,rank,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,,,,,1.35483871,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pyramid,sary,rank,3,3,3,4,4,4,3,2,1,2,2,3,3,2,2,4,1,2,3,1,4,4,3,1,4,2,3,1,4,4,1,,,,,2.677419355,,,,
,,,pyramid,sal,rank,1,4,1,2,3,2,2,3,2,1,1,4,4,4,4,1,4,4,4,4,2,1,1,2,1,4,2,3,2,2,3,,,,,2.516129032,,,,
,,,pyramid,bob,rank,4,2,4,1,2,3,4,4,4,4,3,1,2,1,3,1,2,3,1,2,3,2,4,3,2,1,4,4,1,3,4,,,,,2.64516129,,,,
,,,pyramid,stolowd,rank,2,1,2,3,1,1,1,1,3,3,4,2,1,3,1,3,3,1,2,3,1,3,2,4,3,3,1,2,3,1,1,,,,,2.096774194,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bee,sary,rank,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,4,4,,,,,1.419354839,,,,
,,,bee,sal,rank,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,,,,,1.387096774,,,,
,,,bee,bob,rank,1,3,1,2,1,1,1,1,3,4,2,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,2,4,1,1,,,,,1.548387097,,,,
,,,bee,stolowd,rank,1,1,1,2,1,4,1,1,3,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,,,,,1.419354839,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wordle,sary,rank,1,2,1,2,1,3,3,4,1,3,1,1,1,1,1,1,2,1,3,1,2,2,3,2,2,1,3,2,4,3,1,,,,,1.903225806,,,,
,,,wordle,sal,rank,3,4,3,2,1,1,2,1,2,2,4,3,1,1,1,2,3,4,2,3,1,4,1,2,2,1,3,2,1,1,1,,,,,2.064516129,,,,
,,,wordle,bob,rank,3,2,3,1,3,3,3,3,2,1,1,3,1,1,1,3,1,3,1,4,2,2,4,1,2,3,1,4,1,4,1,,,,,2.193548387,,,,
,,,wordle,stolowd,rank,1,1,1,2,4,1,1,1,2,3,3,1,1,1,1,3,3,1,3,2,2,1,1,2,1,3,2,1,1,1,4,,,,,1.774193548,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,keyword,sary,rank,4,1,3,3,1,3,2,2,1,3,3,1,1,2,4,4,3,4,4,4,4,2,3,4,3,4,3,2,2,4,4,,,,,,,,,
,,,keyword,sal,rank,3,3,4,2,3,1,4,4,4,1,1,3,3,3,3,2,1,3,3,2,1,3,4,2,4,2,3,1,1,3,3,,,,,,,,,
,,,keyword,bob,rank,1,1,1,1,4,4,3,1,3,2,4,1,2,1,2,3,4,1,1,3,2,4,1,3,1,3,1,4,4,1,1,,,,,,,,,
,,,keyword,stolowd,rank,2,4,2,4,2,2,1,3,2,4,2,4,4,4,1,1,2,2,2,1,2,1,1,1,2,1,2,2,3,2,2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,quintumble,sary,rank,4,3,4,4,3,3,3,1,3,2,4,3,1,3,1,4,3,1,3,4,4,2,3,3,3,2,1,2,1,4,1,,,,,2.677419355,,,,
,,,quintumble,sal,rank,1,4,1,1,1,4,3,4,2,3,1,1,4,1,1,1,2,4,1,1,2,2,3,1,2,1,1,2,1,2,3,,,,,1.967741935,,,,
,,,quintumble,bob,rank,2,1,1,3,4,1,1,3,3,4,1,3,2,3,3,2,4,3,4,2,2,1,2,4,4,4,4,1,1,3,4,,,,,2.580645161,,,,
,,,quintumble,stolowd,rank,2,2,1,2,1,2,1,1,1,1,1,1,3,2,3,2,1,1,2,2,1,4,1,2,1,3,1,4,1,1,1,,,,,1.677419355,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bracketcity,sary,rank,2,1,4,1,2,4,4,4,4,3,1,2,1,1,3,2,1,3,1,1,1,1,1,1,1,4,3,2,2,2,3,,,,,,,,,
,,,bracketcity,sal,rank,1,4,1,1,1,2,2,3,1,2,1,1,1,4,1,1,1,4,1,3,1,1,1,1,1,3,1,1,4,1,1,,,,,,,,,
,,,bracketcity,bob,rank,3,1,3,3,2,3,1,2,3,1,4,4,3,2,2,4,1,1,1,1,1,4,1,1,4,1,2,2,1,4,1,,,,,,,,,
,,,bracketcity,stolowd,rank,4,3,2,4,4,1,3,1,2,4,3,2,4,3,4,3,4,1,1,4,4,3,4,1,3,1,4,4,3,3,4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,raw rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,sary,rank,18,15,19,18,16,22,20,18,16,17,15,17,13,14,15,21,13,16,17,15,23,15,16,15,16,16,21,14,18,26,19,,,,,516,,,,
,,,,sal,rank,14,28,17,14,12,14,17,18,15,14,14,16,17,17,16,13,22,31,16,16,11,20,16,13,14,16,15,15,18,16,16,,,,,497,,,,
,,,,bob,rank,16,14,18,16,19,17,15,17,22,18,17,15,13,11,14,20,19,15,12,18,15,19,17,24,18,16,16,19,14,21,14,,,,,503,,,,
,,,,stolowd,rank,20,17,12,24,18,16,13,13,15,21,20,18,18,19,15,17,17,9,16,17,15,17,13,13,16,17,18,22,15,11,16,,,,,488,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,rank rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,sary,,3,2,4,3,2,4,4,3,3,2,2,3,1,2,2,4,1,3,4,1,4,1,2,3,2,1,4,1,3,4,4,,,,,79,,,,
,,,,sal,,1,4,2,1,1,1,3,3,1,1,1,2,3,3,4,1,4,4,2,2,1,4,2,1,1,1,1,2,3,2,2,,,,,63,,,,
,,,,bob,,2,1,3,2,4,3,2,2,4,3,3,1,1,1,1,3,3,2,1,4,2,3,4,4,4,1,2,3,1,3,1,,,,,72,,,,
,,,,stolowd,,4,3,1,4,3,2,1,1,1,4,4,4,4,4,2,2,2,1,2,3,2,2,1,1,2,4,3,4,2,1,2,,,,,72,,,,
