,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pyramid,bob,raw,142,21,61,98,15,57,103,141,82,12,131,41,79,15,27,300,12,19,178,61,12,18,14,40,300,78,23,52,30,25,,,,,,,,,,
,,,pyramid,stolowd,raw,221,7,56,175,31,14,143,29,20,63,25,67,33,10,13,38,12,39,107,48,7,16,16,13,101,50,75,28,15,91,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Q=2; G=1;  else 0,bee,sary,raw,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,
,,,bee,sal,raw,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,1,,,,,,,,,,
,,,bee,bob,raw,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
,,,bee,stolowd,raw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,start w/:,nemas,tawer,amens,avens,sidhe,malms,vacua,stove,below,gassy,crude,jetty,squeg,sling,liman,brisk,baaed,pupil,addle,noway,unmet,comes,sided,trigo,yanks,gauze,karma,cauls,pants,spicy,howks,,,,,,,,,
,,slots left; fail = -1,wordle,sary,raw,2,0,2,2,2,2,1,3,3,2,2,1,2,3,2,2,2,1,1,3,3,1,1,2,3,1,1,-1,3,2,,,,,,,,,,
,,,wordle,sal,raw,1,2,1,0,1,2,3,2,3,1,2,3,2,2,3,2,3,3,1,3,1,3,1,3,3,2,1,3,3,2,,,,,,,,,,
,,,wordle,bob,raw,2,2,2,1,1,2,2,2,2,2,2,1,3,3,1,1,2,1,0,2,1,0,2,3,2,2,0,2,3,2,,,,,,,,,,
,,,wordle,stolowd,raw,1,1,2,0,2,3,2,3,3,2,2,1,3,3,3,3,2,3,1,1,0,2,3,3,3,3,1,0,2,2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,>6 = +10s/guess,keyword,sary,raw,9,24,30,8,33,68,16,22,16,170,11,26,6,37,29,37,35,8,8,23,22,18,25,34,40,13,25,12,144,38,,,,,,,,,,
,,,keyword,sal,raw,10,49,24,9,64,47,12,7,17,40,33,32,15,28,20,18,14,11,9,37,29,34,104,51,24,15,8,23,11,12,,,,,,,,,,
,,,keyword,bob,raw,16,15,22,202,53,15,13,205,23,29,43,23,6,73,24,16,13,14,22,19,32,43,71,189,24,18,10,14,30,8,,,,,,,,,,
,,,keyword,stolowd,raw,11,20,14,11,31,7,13,54,17,46,52,29,14,40,12,34,12,20,22,18,26,9,12,21,75,20,28,30,19,14,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,score,quintumble,sary,raw,99,99,100,85,100,98,100,100,100,100,97,97,96,98,51,74,100,100,100,86,99,64,100,97,84,96,97,99,99,0,,,,,,90.5,,,,
,,,quintumble,sal,raw,49,99,100,99,99,97,100,99,99,99,100,98,98,100,99,98,98,100,100,99,99,99,100,99,97,99,99,100,99,100,,,,,,97.36666667,,,,
,,,quintumble,bob,raw,23,99,99,99,98,98,99,99,97,98,99,99,96,0,96,98,85,86,98,99,86,99,100,100,97,100,99,98,97,99,,,,,,91.33333333,,,,
,,,quintumble,stolowd,raw,94,99,99,99,99,96,99,97,100,99,100,99,95,100,93,93,98,99,99,99,100,99,100,97,97,99,100,100,99,99,,,,,,98.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bracketcity,sary,raw,90,61,86,36,78,80,100,80,78,93,70,98,68,77,100,55,88,68,98,58,74,100,78,93,66,27,100,100,100,100,,,,,,80,,,,
,,,bracketcity,sal,raw,100,100,98,98,100,100,100,100,100,80,100,100,100,93,98,93,100,98,94,78,93,100,100,96,98,98,100,100,100,96,,,,,,97.03333333,,,,
,,,bracketcity,bob,raw,12,88,88,86,95,100,100,0,77,73,82,66,77,53,69,65,68,60,100,86,69,93,73,89,56,51,95,100,66,80,,,,,,73.9,,,,
,,,bracketcity,stolowd,raw,0,11,1,67,41,43,76,3,74,0,17,41,13,42,12,0,75,76,93,80,70,78,78,100,62,16,80,98,91,100,,,,,,51.26666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,,,,,=,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,crossword,sary,rank,2,2,2,2,3,1,2,1,3,1,4,1,2,1,1,2,2,3,1,1,3,4,2,1,1,1,1,2,3,1,,,,,,1.866666667,,,,
,,,crossword,sal,rank,1,3,3,4,1,4,1,4,2,2,2,4,4,3,4,3,4,4,4,4,2,3,4,3,3,3,2,3,1,3,,,,,,2.933333333,,,,
,,,crossword,bob,rank,3,1,1,1,4,2,3,2,1,3,1,3,1,2,3,1,3,2,2,2,1,2,1,4,2,2,3,1,2,1,,,,,,2,,,,
,,,crossword,stolowd,rank,4,4,4,3,2,3,4,3,4,4,3,2,3,4,2,4,1,1,3,3,4,1,3,2,4,4,4,4,4,4,,,,,,3.166666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,connections,sary,rank,3,1,1,1,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1.233333333,,,,
,,,connections,sal,rank,1,3,4,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,,,,,,1.733333333,,,,
,,,connections,bob,rank,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,,,,,,1.3,,,,
,,,connections,stolowd,rank,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,3,1,1,1,1,1,1,,,,,,1.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pyramid,sary,rank,1,4,2,4,4,3,2,4,3,4,2,2,4,4,3,1,4,3,1,2,1,2,4,3,1,4,4,4,2,3,,,,,,2.833333333,,,,
,,,pyramid,sal,rank,2,2,1,3,2,2,1,2,2,2,4,1,1,2,2,3,1,1,2,1,4,1,3,4,3,1,2,1,1,2,,,,,,1.966666667,,,,
,,,pyramid,bob,rank,3,3,4,1,1,4,3,3,4,1,3,3,3,3,4,4,2,2,4,4,3,4,1,2,4,3,1,3,4,1,,,,,,2.833333333,,,,
,,,pyramid,stolowd,rank,4,1,3,2,3,1,4,1,1,3,1,4,2,1,1,2,2,4,3,3,1,3,2,1,2,2,3,2,3,4,,,,,,2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bee,sary,rank,1,1,3,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,1.233333333,,,,
,,,bee,sal,rank,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,,,,,,1.166666667,,,,
,,,bee,bob,rank,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,,,,,,1.166666667,,,,
,,,bee,stolowd,rank,1,1,3,1,1,1,1,3,1,2,2,1,1,4,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,,,,,,1.433333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wordle,sary,rank,1,4,1,1,1,2,4,1,1,1,1,2,3,1,3,2,2,3,1,1,1,3,3,4,1,4,1,4,1,1,,,,,,1.966666667,,,,
,,,wordle,sal,rank,3,1,4,3,3,2,1,3,1,4,1,1,3,4,1,2,1,1,1,1,2,1,3,1,1,2,1,1,1,1,,,,,,1.833333333,,,,
,,,wordle,bob,rank,1,1,1,2,3,2,2,3,4,1,1,2,1,1,4,4,2,3,4,3,2,4,2,1,4,2,4,2,1,1,,,,,,2.266666667,,,,
,,,wordle,stolowd,rank,3,3,1,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,4,4,2,1,1,1,1,1,3,4,1,,,,,,1.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,keyword,sary,rank,1,3,4,1,2,4,4,2,1,4,1,2,1,2,4,4,4,1,1,3,1,2,2,2,3,1,3,1,4,4,,,,,,,,,,
,,,keyword,sal,rank,2,4,3,2,4,3,1,1,2,2,2,4,4,1,2,2,3,2,2,4,3,3,4,3,1,2,1,3,1,2,,,,,,,,,,
,,,keyword,bob,rank,4,1,2,4,3,2,2,4,4,1,3,1,1,4,3,1,2,3,3,2,4,4,3,4,1,3,2,2,3,1,,,,,,,,,,
,,,keyword,stolowd,rank,3,2,1,3,1,1,2,3,2,3,4,3,3,3,1,3,1,4,3,1,2,1,1,1,4,4,4,4,2,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,quintumble,sary,rank,1,1,1,4,1,1,1,1,1,1,4,4,2,3,4,4,1,1,1,4,2,4,1,3,4,4,4,3,1,4,,,,,,2.366666667,,,,
,,,quintumble,sal,rank,3,1,1,1,2,3,1,2,3,2,1,3,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,,,,,,1.533333333,,,,
,,,quintumble,bob,rank,4,1,3,1,4,1,3,2,4,4,3,1,2,4,2,1,4,4,4,1,4,1,1,1,1,1,2,4,4,2,,,,,,2.466666667,,,,
,,,quintumble,stolowd,rank,2,1,3,1,2,4,3,4,1,2,1,1,4,1,3,3,2,3,3,1,1,1,1,3,1,2,1,1,1,2,,,,,,1.966666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bracketcity,sary,rank,2,3,3,4,3,3,1,2,2,1,3,2,3,2,1,3,2,3,2,4,2,1,2,3,2,3,1,1,1,1,,,,,,,,,,
,,,bracketcity,sal,rank,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,3,1,1,1,2,1,1,1,1,1,3,,,,,,,,,,
,,,bracketcity,bob,rank,3,2,2,2,2,1,1,4,3,3,2,3,2,3,3,2,4,4,1,1,4,3,4,4,4,2,3,1,4,4,,,,,,,,,,
,,,bracketcity,stolowd,rank,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,2,4,2,3,4,2,1,3,4,4,4,3,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,raw rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,sary,rank,10,16,14,14,13,13,17,13,11,14,15,13,14,16,17,15,15,13,7,13,10,17,14,16,12,16,15,16,13,15,,,,,,407,,,,
,,,,sal,rank,13,15,17,15,14,16,9,14,15,14,13,15,15,13,12,13,13,11,12,13,15,11,17,18,14,15,16,11,8,11,,,,,,395,,,,
,,,,bob,rank,18,11,14,11,17,13,16,16,19,13,13,12,10,16,18,13,17,16,19,16,16,17,10,15,14,13,16,14,17,8,,,,,,420,,,,
,,,,stolowd,rank,20,13,18,14,11,12,17,16,11,16,13,14,15,15,10,15,12,15,18,17,17,10,10,13,14,15,15,16,17,16,,,,,,415,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,rank rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scores with bracketcity,
,,,,sary,,1,4,1,2,2,2,3,1,1,2,4,2,2,3,3,3,3,2,1,1,1,3,3,3,1,4,1,3,2,3,,,,,,66,,,68,
,,,,sal,,2,3,3,4,3,4,1,2,3,2,1,4,3,1,2,1,2,1,2,1,2,2,4,4,2,2,3,1,1,2,,,,,,66,,,54,
,,,,bob,,3,1,1,1,4,2,2,3,4,1,1,1,1,3,4,1,4,4,4,3,3,3,1,2,2,1,3,2,3,1,,,,,,66,,,72,
,,,,stolowd,,4,2,4,2,1,1,3,3,1,4,1,3,3,2,1,3,1,3,3,4,4,1,1,1,2,2,1,3,3,4,,,,,,67,,,84,
